Date,Open,High,Low,Close,Volume,ret_1d,ret_5d,sma_10,sma_20,sma_50,trend_50,RSI,MACD,ATR,ATR_pct,vol_chg,vol_norm,target
2021-03-30,117.09607172542653,117.37879562712054,115.87743806534004,116.89134216308594,85671900.0,-0.012274571642605037,-0.02154397772613237,118.3917236328125,118.35272789001465,124.989580078125,0.935208695717057,49.822408345087645,-1.5531995203228917,2.852299243528271,0.02440128747558364,0.06004390045929675,0.7406176962122226,0.06459064532657556
2021-03-31,118.59743876993916,120.42051011090868,118.10998526692909,119.08489227294922,118323800.0,0.018765719250642743,0.017153933476089955,118.13727340698242,118.35711555480957,124.88254974365235,0.9535751193212819,50.41685424163227,-1.3845248751563304,2.8794562567559785,0.02417986196062641,0.3811273007835707,1.0205240617778446,0.0650502042936515
2021-04-01,120.55699346889742,121.06394179532072,119.41634671803332,119.9135513305664,75089100.0,0.006958557393811571,0.019985137595996072,118.3780746459961,118.49701461791992,124.71032302856446,0.9615366909369695,54.33724323704052,-1.171604660332207,2.825837055256457,0.023565618930478135,-0.36539309927504016,0.6777553671846216,0.07816483168968875
2021-04-05,120.7617238181442,122.99426157524732,119.9817953007638,122.74078369140624,88651200.0,0.0235772548595945,0.0386931582744392,118.9542449951172,118.71539421081543,124.50041030883789,0.9858664994511529,54.2163292255802,-0.7694520331362895,2.7965900151163856,0.022784521419934443,0.18061343124368245,0.8243932282941318,0.041539574277054216
2021-04-06,123.32573845569712,123.9399272027551,122.49706897342678,123.0430145263672,80171300.0,0.00246235053966104,0.03970672233260575,119.22917022705079,119.19553565979004,124.25370956420899,0.9902562664560437,51.49679557452906,-0.421898309030567,2.67472798437556,0.02173815388603297,-0.09565465554893782,0.7721785228147507,0.06309629367836882
2021-04-07,122.67254049145969,124.7100924000349,121.99985233123648,124.69059753417967,83466700.0,0.013390301059792442,0.06672226725065977,119.7517204284668,119.52749137878418,123.96500595092773,1.0058531968573388,57.052988025118346,-0.015176026090031769,2.6231967987318723,0.021037647189178096,0.04110448502144792,0.8221548716547479,0.03178035423408801
2021-04-08,125.71427504215544,127.11814372974432,125.29507210467128,127.08889770507812,88844600.0,0.01923400976758516,0.06721260169411991,120.75295333862304,120.0334701538086,123.71959548950196,1.0272333756204535,73.9872939584049,0.4925243391570575,2.487408300753873,0.01957219195122882,0.06443168353367268,0.8851978990889778,0.03126412683293335
2021-04-09,126.54292881700624,129.70161790758218,126.22120772891054,129.66262817382812,106686700.0,0.02025141861504376,0.08130087663225294,121.96281433105469,120.57161865234374,123.54707534790039,1.0494997781914848,78.7959074655428,1.087542899319331,2.6141456618100753,0.0201611343116191,0.20082368540125128,1.0610319080731472,0.008684089114779598
2021-04-12,129.1946414847547,129.51636248443688,127.35206839631736,127.94676208496094,91420000.0,-0.01323331258230298,0.04241441383202771,122.94064331054688,121.06930618286133,123.43699905395508,1.0365349373815755,68.73497886862543,1.4058239332320852,2.50899703212279,0.019609695401722884,-0.1430984368248338,0.9077036557064744,0.027061488716258707
2021-04-13,129.11667689697725,131.28097148351077,128.61946483937675,131.05673217773438,91266500.0,0.024306751043127628,0.06512939952109109,124.21192016601563,121.57820701599121,123.48899765014649,1.0612826621933384,75.52586845031232,1.884737537622442,2.6009189137648696,0.019845748253798957,-0.0016790636622183719,0.9066914897923753,-0.009867907257399786
