Date,Open,High,Low,Close,Volume
2021-01-19,86.96028647724162,89.79031052225248,86.42479772681979,88.87641143798828,34692000
2021-01-20,90.89129469400088,94.47690493351953,90.59700079890858,93.64266204833984,49806000
2021-01-21,94.19354009809759,96.02281503420217,93.653091262733,93.85855102539062,41278000
2021-01-22,94.07838433539773,94.8362045161049,93.38756650254213,94.34488677978516,25442000
2021-01-25,95.31859818550598,95.76077738666194,92.68138000088868,94.26301574707031,38546000
2021-01-26,93.7389416358011,95.5334809106757,93.51090040107225,95.14836883544922,26262000
2021-01-27,93.4258024315897,93.79651903837762,89.77666519340737,90.8580551147461,54966000
2021-01-28,91.5106525806787,94.23472079571793,91.44614161229457,92.46202087402344,35462000
2021-01-29,91.62133143132827,92.17269237519622,89.83621991668983,91.10371398925781,32252000
2021-02-01,91.98857890057364,95.40406368769325,91.85756535319351,94.35979461669922,32044000
2021-02-02,95.41239547422798,97.06004161908778,95.01190341768233,95.6580581665039,45474000
2021-02-03,102.87838785044886,105.03719170323002,100.16771576239726,102.73297882080078,82364000
2021-02-04,102.67441481030524,103.1538132574397,101.36920185837113,102.35083770751953,37046000
2021-02-05,102.72951534871969,104.34291815901767,102.19998621432573,104.11909484863281,30702000
2021-02-08,104.51165597902278,105.3869424571287,102.82877448914589,103.86649322509766,24838000
2021-02-09,103.15334675297662,104.47294796963138,103.15334675297662,103.39999389648438,17798000
2021-02-10,103.93100033477586,104.63372991225886,102.38658399549954,103.98905944824219,22710000
2021-02-11,104.19403374955975,104.31909522357091,103.09278852654595,104.0143814086914,18914000
2021-02-12,103.7344756103159,104.65606849407718,103.38113056344541,104.42231750488281,17114000
2021-02-16,104.43472840713319,106.83274335243696,104.43472840713319,105.3051986694336,22676000
2021-02-17,104.21833932555077,105.88880908882014,104.16474047433805,105.62329864501953,21418000
2021-02-18,104.73397249673239,105.84290379891695,104.40245928622272,105.07193756103516,22432000
2021-02-19,105.17467874674287,105.73348355681483,104.0898130453819,104.2749252319336,29148000
2021-02-22,102.58063947756439,103.79255076467241,102.33945217637911,102.47543334960938,27350000
2021-02-23,100.49675675125818,103.32553876597618,99.35580848769983,102.77218627929688,33348000
2021-02-24,101.33149202258612,104.25705185046773,101.14787165501271,103.9786376953125,24966000
2021-02-25,102.60295304770493,103.96424877038558,100.31213601750446,100.8118896484375,36568000
2021-02-26,101.76276066693059,102.77963192245342,100.05258772073852,101.08484649658203,41670000
2021-03-01,102.06051794114586,103.5493513322446,101.54340035380785,103.30072021484375,28090000
2021-03-02,103.03670442654219,104.43521190472185,102.79204134384504,103.01933288574219,22692000
2021-03-03,102.59105800249768,103.64853367670482,99.75185565364053,100.58113861083984,29684000
2021-03-04,100.41537321345079,103.68435059593537,100.2615207203599,101.6917953491211,42360000
2021-03-05,102.88434639138246,105.11710437828245,101.55903561555868,104.64216613769531,43904000
2021-03-08,104.2744241479968,105.64811623726695,100.32801743764185,100.45507049560547,32948000
2021-03-09,102.72951498133257,103.12852279691981,101.62926935019789,101.87095642089844,33946000
2021-03-10,102.81685483464553,102.97765139857192,100.91164954542201,101.98658752441406,25372000
2021-03-11,102.93100824614882,105.49378782988636,102.84763392955281,104.95135498046875,24782000
2021-03-12,103.4739380392169,103.73498068889266,101.6153798007851,102.32852935791016,34516000
2021-03-15,102.34737717387182,102.58360439664851,101.41487219976804,102.5553207397461,25962000
2021-03-16,103.17566748070718,105.3875781726272,102.72951267357026,103.84712982177734,29832000
2021-03-17,103.0287723005973,104.70371009933085,101.93547070721823,103.77567291259766,25980000
2021-03-18,102.28285239152521,103.00245365029824,100.92056475064956,101.05307006835938,27228000
2021-03-19,101.34240042938023,101.89078523136303,100.13297329059412,101.39947509765625,46298000
2021-03-22,101.33200406944363,102.13348798788701,100.54936835085859,101.17070770263672,39096000
2021-03-23,101.82131558100869,102.84374508381856,101.20196033977746,101.88385009765625,27340000
2021-03-24,102.4997493475752,103.13696847145059,101.31786341398525,101.49180603027344,23080000
2021-03-25,101.47939336231939,102.17715536104559,99.78807607148335,101.45706176757812,28378000
2021-03-26,101.18409353667353,101.78607721932774,99.95133515354698,101.01982116699219,29870000
2021-03-29,100.63919407485422,102.15532690786644,100.03075843514034,102.0322494506836,24596000
2021-03-30,102.11561611154833,102.768222674311,101.4406779549868,102.01189422607422,20732000
2021-03-31,102.1895673001318,103.88718500087943,102.07169979464673,102.66152954101562,29198000
2021-04-01,104.1166056180529,106.34936361659216,104.0639987751281,106.09178924560547,33980000
2021-04-05,106.845637917698,111.03273204152705,106.78012736880954,110.44910430908203,43298000
2021-04-06,110.29774303328874,111.05010340239878,109.91560700008995,110.40940856933594,27060000
2021-04-07,110.47789719219672,111.91064798169064,110.43819405803684,111.6466293334961,25798000
2021-04-08,113.05011129326408,113.35010737527648,112.04365987787578,112.42877197265625,27166000
2021-04-09,111.99502259379396,113.59998953817454,111.84683440193864,113.44316101074219,20888000
2021-04-12,112.46896286047254,112.91908569979363,111.09005321800934,111.90023040771484,31318000
2021-04-13,112.23175021908428,113.0128865386108,111.96474794585727,112.51959228515625,23310000
2021-04-14,112.91114526151502,113.05158667158682,111.62231173029588,111.90270233154297,20220000
2021-04-15,113.00146588563129,114.47129212057,112.45655683858433,113.97814178466797,27472000
2021-04-16,114.29278835061344,114.46350502011981,113.37219507545284,114.0327377319336,22596000
2021-04-19,113.74589812302007,115.05954726440562,113.54068824671349,114.26302337646484,24688000
2021-04-20,114.53546368191472,114.6203297949644,112.7399323890532,113.82777404785156,21774000
2021-04-21,113.41189002090522,113.91164368230889,112.08782111119336,113.81089782714844,23930000
2021-04-22,113.80790850434748,114.33059193403923,111.98260191703122,112.55183410644531,21096000
2021-04-23,113.32356924725761,115.42530644841547,113.06252658823541,114.9032211303711,28670000
2021-04-26,115.13298218032035,116.19154819666925,114.8307521888439,115.470947265625,20834000
2021-04-27,115.93050403228408,116.0024588653104,114.35581241909847,114.49725341796875,31972000
2021-04-28,119.46126001750117,121.70607349579345,117.85853472476437,118.10964965820312,59728000
2021-04-29,119.61933348334902,120.9190791497604,119.21982590272664,120.59004974365234,39554000
2021-04-30,119.3295033916252,120.45357230680484,119.21386981598272,119.60890197753906,39142000
2021-05-03,119.24166605463816,120.08434482450056,118.33744477612487,118.86697387695312,33788000
2021-05-04,117.60495221385352,118.07740668929166,114.72455501435228,116.83621978759766,35120000
2021-05-05,117.53942996667035,118.22330377623746,116.69526696192773,116.95977783203125,21806000
2021-05-06,116.65706052010898,118.2486240343558,116.24505052989544,118.1811294555664,20618000
2021-05-07,119.10668251478764,119.92107766726444,118.61040467097602,119.04167175292969,23272000
2021-05-10,117.86052553400093,118.01487024218662,115.86747811780978,116.21139526367188,26006000
2021-05-11,113.73992548092026,115.23570294443101,113.30022256524502,114.5786361694336,32110000
2021-05-12,112.24365188467097,113.41784385782482,110.67243614647123,111.12057495117188,34934000
2021-05-13,112.21287490269839,112.98265224138152,111.30121736158576,112.25655364990234,26670000
2021-05-14,113.73844140886489,115.19303160950976,113.31611000480542,114.94588470458984,26624000
2021-05-17,114.60643643618464,115.30221438690029,113.89576318362138,115.20643615722656,19842000
2021-05-18,115.97547008609743,116.28534841840421,114.3007291898265,114.31413269042969,17302000
2021-05-19,112.37715722017664,114.9756642787799,112.33348604170753,114.57616424560547,19350000
2021-05-20,115.53546506514698,117.13844034551128,115.19054833634263,116.92752075195312,23832000
2021-05-21,117.41883721879363,117.56821430047131,116.24662923261403,116.38211059570312,22832000
2021-05-24,117.46896653672783,120.0238100181119,117.12703339736446,119.43770599365234,21244000
2021-05-25,120.09923365607258,120.7389364994994,119.25506307653886,119.55680084228516,18838000
2021-05-26,119.74364212410795,121.23788994460826,119.72776238540749,120.77069091796875,21856000
2021-05-27,120.93994358036062,121.09180449270217,119.20594700657459,119.23126220703125,38962000
2021-05-28,120.19650739692102,120.50320522425173,119.4883179494514,119.68038177490234,24108000
2021-06-01,120.19848657292914,120.99109532079021,119.34886373038158,120.5860824584961,19166000
2021-06-02,120.85903558806432,121.19104102421886,119.31511148753522,120.16275787353516,17158000
2021-06-03,118.85952661366748,119.5902975008336,118.2545668756939,119.33545684814453,18346000
2021-06-04,120.22428553479334,121.77956843897407,119.98855055766697,121.67539978027344,25948000
